met_name,n,reaction,ec_number,ID,common_name,names,spontaneous,systematic_name,pathway
ADENOSYL-HOMO-CYS,NA,RXN-11105,EC-2.3.1,RXN-11105,NA,NA,NA,NA,PWY-6407
WATER,NA,RXN-11105,EC-2.3.1,RXN-11105,NA,NA,NA,NA,PWY-6407
CPD-15645,NA,RXN-14764,EC-5.1.3,RXN-14764,NA,NA,NA,NA,PWY-7331
CPD-15646,NA,RXN-14764,EC-5.1.3,RXN-14764,NA,NA,NA,NA,PWY-7331
3-Hydroxy-octanoyl-ACPs,NA,4.2.1.59-RXN,EC-4.2.1.59,4.2.1.59-RXN,NA,(3<em>R</em>)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),NA,(3<em>R</em>)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),PWY-7388 // PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
2-Octenoyl-ACPs,NA,4.2.1.59-RXN,EC-4.2.1.59,4.2.1.59-RXN,NA,(3<em>R</em>)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),NA,(3<em>R</em>)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),PWY-7388 // PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
WATER,NA,4.2.1.59-RXN,EC-4.2.1.59,4.2.1.59-RXN,NA,(3<em>R</em>)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),NA,(3<em>R</em>)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),PWY-7388 // PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
11Z-icos-11-enoyl-ACPs,NA,RXN-16632,EC-1.3.1.9,RXN-16632,NA,NA,NA,NA,PWY-7663
2E-11Z-icosa-2-11-dienoyl-ACPs,NA,RXN-16632,EC-1.3.1.9,RXN-16632,NA,NA,NA,NA,PWY-7663
"NADH",NA,RXN-16632,EC-1.3.1.9,RXN-16632,NA,NA,NA,NA,PWY-7663
PROTON,NA,RXN-16632,EC-1.3.1.9,RXN-16632,NA,NA,NA,NA,PWY-7663
L-Cysteine-Desulfurases,NA,RXN-15881,EC-2.8.1.7,RXN-15881,NA,NA,NA,NA,PWY-7250
CYS,NA,RXN-15881,EC-2.8.1.7,RXN-15881,NA,NA,NA,NA,PWY-7250
L-ALPHA-ALANINE,NA,RXN-15881,EC-2.8.1.7,RXN-15881,NA,NA,NA,NA,PWY-7250
Persulfurated-L-cysteine-desulfurases,NA,RXN-15881,EC-2.8.1.7,RXN-15881,NA,NA,NA,NA,PWY-7250
ATP,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
HCO3,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
biotin-L-lysine-in-BCCP-dimers,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
Pi,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
carboxybiotin-L-lysine-in-BCCP-dimers,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
ADP,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
PROTON,NA,BIOTIN-CARBOXYL-RXN,EC-6.3.4.14,BIOTIN-CARBOXYL-RXN,NA,NA,NA,NA,PWY-5789 // PWY0-1264 // PWY-5744 // PWY-5743
ATP,NA,DIPHTINE--AMMONIA-LIGASE-RXN,EC-6.3.1.14,DIPHTINE--AMMONIA-LIGASE-RXN,NA,NA,NA,NA,PWY-6482 // PWY-7546
AMMONIUM,NA,DIPHTINE--AMMONIA-LIGASE-RXN,EC-6.3.1.14,DIPHTINE--AMMONIA-LIGASE-RXN,NA,NA,NA,NA,PWY-6482 // PWY-7546
DIPHTINE,NA,DIPHTINE--AMMONIA-LIGASE-RXN,EC-6.3.1.14,DIPHTINE--AMMONIA-LIGASE-RXN,NA,NA,NA,NA,PWY-6482 // PWY-7546
PROTON,NA,DIPHTINE--AMMONIA-LIGASE-RXN,EC-6.3.1.14,DIPHTINE--AMMONIA-LIGASE-RXN,NA,NA,NA,NA,PWY-6482 // PWY-7546
DIPHTHAMIDE,NA,DIPHTINE--AMMONIA-LIGASE-RXN,EC-6.3.1.14,DIPHTINE--AMMONIA-LIGASE-RXN,NA,NA,NA,NA,PWY-6482 // PWY-7546
PPI,NA,DIPHTINE--AMMONIA-LIGASE-RXN,EC-6.3.1.14,DIPHTINE--AMMONIA-LIGASE-RXN,NA,NA,NA,NA,PWY-6482 // PWY-7546
ACETYL-COA,NA,RXN-19800,EC-2.3.1.16,RXN-19800,NA,NA,NA,NA,PWY-8152 // PWY-6944
CPD-21416,NA,RXN-19800,EC-2.3.1.16,RXN-19800,NA,NA,NA,NA,PWY-8152 // PWY-6944
CPD-21415,NA,RXN-19800,EC-2.3.1.16,RXN-19800,NA,NA,NA,NA,PWY-8152 // PWY-6944
CO-A,NA,RXN-19800,EC-2.3.1.16,RXN-19800,NA,NA,NA,NA,PWY-8152 // PWY-6944
UDP-N-ACETYL-D-GLUCOSAMINE,NA,"NACGLCTRANS-RXN",EC-2.4.1.227,"NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase",NA,NA,PEPTIDOGLYCANSYN-PWY
C5,NA,"NACGLCTRANS-RXN",EC-2.4.1.227,"NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase",NA,NA,PEPTIDOGLYCANSYN-PWY
PROTON,NA,"NACGLCTRANS-RXN",EC-2.4.1.227,"NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase",NA,NA,PEPTIDOGLYCANSYN-PWY
C6,NA,"NACGLCTRANS-RXN",EC-2.4.1.227,"NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase",NA,NA,PEPTIDOGLYCANSYN-PWY
UDP,NA,"NACGLCTRANS-RXN",EC-2.4.1.227,"NACGLCTRANS-RXN","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase","UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase",NA,NA,PEPTIDOGLYCANSYN-PWY
CPD-14105,NA,RXN-13093,NA,RXN-13093,NA,NA,NA,NA,PWY-6995
PROTON,NA,RXN-13093,NA,RXN-13093,NA,NA,NA,NA,PWY-6995
2-FUROATE,NA,RXN-13093,NA,RXN-13093,NA,NA,NA,NA,PWY-6995
CARBON-DIOXIDE,NA,RXN-13093,NA,RXN-13093,NA,NA,NA,NA,PWY-6995
CPD-2961,NA,PGLUCONDEHYDRAT-RXN,EC-4.2.1.12,PGLUCONDEHYDRAT-RXN,NA,NA,NA,NA,ENTNER-DOUDOROFF-PWY
2-KETO-3-DEOXY-6-P-GLUCONATE,NA,PGLUCONDEHYDRAT-RXN,EC-4.2.1.12,PGLUCONDEHYDRAT-RXN,NA,NA,NA,NA,ENTNER-DOUDOROFF-PWY
WATER,NA,PGLUCONDEHYDRAT-RXN,EC-4.2.1.12,PGLUCONDEHYDRAT-RXN,NA,NA,NA,NA,ENTNER-DOUDOROFF-PWY
PROTON,NA,RXN-16819,EC-4.1.1.101,RXN-16819,NA,NA,NA,NA,PWY-7685
MAL,NA,RXN-16819,EC-4.1.1.101,RXN-16819,NA,NA,NA,NA,PWY-7685
L-LACTATE,NA,RXN-16819,EC-4.1.1.101,RXN-16819,NA,NA,NA,NA,PWY-7685
CARBON-DIOXIDE,NA,RXN-16819,EC-4.1.1.101,RXN-16819,NA,NA,NA,NA,PWY-7685
WATER,NA,RXN-20757,NA,RXN-20757,NA,NA,NA,NA,PWY-7892 // RXN0-2281
mnm5SeP2U,NA,RXN-20757,NA,RXN-20757,NA,NA,NA,NA,PWY-7892 // RXN0-2281
Mnm5Se2U-containing-tRNAs,NA,RXN-20757,NA,RXN-20757,NA,NA,NA,NA,PWY-7892 // RXN0-2281
Pi,NA,RXN-20757,NA,RXN-20757,NA,NA,NA,NA,PWY-7892 // RXN0-2281
Acceptor,NA,R161-RXN,EC-1.5.99.4,R161-RXN,Nicotine dehydrogenase,Nicotine dehydrogenase,NA,NA,P181-PWY
WATER,NA,R161-RXN,EC-1.5.99.4,R161-RXN,Nicotine dehydrogenase,Nicotine dehydrogenase,NA,NA,P181-PWY
R-NICOTINE,NA,R161-RXN,EC-1.5.99.4,R161-RXN,Nicotine dehydrogenase,Nicotine dehydrogenase,NA,NA,P181-PWY
R-6-HYDROXYNICOTINE,NA,R161-RXN,EC-1.5.99.4,R161-RXN,Nicotine dehydrogenase,Nicotine dehydrogenase,NA,NA,P181-PWY
Donor-H2,NA,R161-RXN,EC-1.5.99.4,R161-RXN,Nicotine dehydrogenase,Nicotine dehydrogenase,NA,NA,P181-PWY
R-3-hydroxyhexanoyl-TYPE-I-FAS-ACPs,NA,RXN66-620,EC-2.3.1.85 // EC-2.3.1.86,RXN66-620,NA,NA,NA,NA,PWY-5994
Hex-2-enoyl-TYPE-I-FAS-ACPs,NA,RXN66-620,EC-2.3.1.85 // EC-2.3.1.86,RXN66-620,NA,NA,NA,NA,PWY-5994
WATER,NA,RXN66-620,EC-2.3.1.85 // EC-2.3.1.86,RXN66-620,NA,NA,NA,NA,PWY-5994
1-Alkyl-sn-glycerol-3-phosphates,NA,RXN-17729,EC-2.3.1.51,RXN-17729,NA,NA,NA,NA,PWY-7782
ACYL-COA,NA,RXN-17729,EC-2.3.1.51,RXN-17729,NA,NA,NA,NA,PWY-7782
1-Alkyl-2-acyl-glycerol-3-phosphate,NA,RXN-17729,EC-2.3.1.51,RXN-17729,NA,NA,NA,NA,PWY-7782
CO-A,NA,RXN-17729,EC-2.3.1.51,RXN-17729,NA,NA,NA,NA,PWY-7782
CPD-5921,NA,RXN-10816,EC-1.1.1.110,RXN-10816,NA,NA,NA,NA,PWY-5317 // PWY-8014 // PWY-6318
PHENYL-PYRUVATE,NA,RXN-10816,EC-1.1.1.110,RXN-10816,NA,NA,NA,NA,PWY-5317 // PWY-8014 // PWY-6318
"NADH",NA,RXN-10816,EC-1.1.1.110,RXN-10816,NA,NA,NA,NA,PWY-5317 // PWY-8014 // PWY-6318
PROTON,NA,RXN-10816,EC-1.1.1.110,RXN-10816,NA,NA,NA,NA,PWY-5317 // PWY-8014 // PWY-6318
SERYL-AMP,NA,RXN-16905,NA,RXN-16905,NA,NA,NA,NA,PWY-8117 // PWY-7987 // RXN-16906
holo-Seryl-Carrier-Proteins,NA,RXN-16905,NA,RXN-16905,NA,NA,NA,NA,PWY-8117 // PWY-7987 // RXN-16906
Seryl-Seryl-Carrier-Proteins,NA,RXN-16905,NA,RXN-16905,NA,NA,NA,NA,PWY-8117 // PWY-7987 // RXN-16906
PROTON,NA,RXN-16905,NA,RXN-16905,NA,NA,NA,NA,PWY-8117 // PWY-7987 // RXN-16906
R-3-hydroxymyristoyl-TYPE-I-FAS-ACPs,NA,RXN66-636,EC-2.3.1.85 // EC-2.3.1.86,RXN66-636,NA,NA,NA,NA,PWY-5994
3-oxo-myristoyl-TYPE-I-FAS-ACPs,NA,RXN66-636,EC-2.3.1.85 // EC-2.3.1.86,RXN66-636,NA,NA,NA,NA,PWY-5994
"NADPH",NA,RXN66-636,EC-2.3.1.85 // EC-2.3.1.86,RXN66-636,NA,NA,NA,NA,PWY-5994
PROTON,NA,RXN66-636,EC-2.3.1.85 // EC-2.3.1.86,RXN66-636,NA,NA,NA,NA,PWY-5994
OXYGEN-MOLECULE,NA,RXN-6883,EC-1.10.3.11,RXN-6883,NA,NA,NA,NA,PWY-4302
Ubiquinols,NA,RXN-6883,EC-1.10.3.11,RXN-6883,NA,NA,NA,NA,PWY-4302
Ubiquinones,NA,RXN-6883,EC-1.10.3.11,RXN-6883,NA,NA,NA,NA,PWY-4302
WATER,NA,RXN-6883,EC-1.10.3.11,RXN-6883,NA,NA,NA,NA,PWY-4302
WATER,NA,RXN-12585,EC-1.2.1.36,RXN-12585,NA,NA,NA,NA,PWY-6872
CRPB-all-trans-Retinal,NA,RXN-12585,EC-1.2.1.36,RXN-12585,NA,NA,NA,NA,PWY-6872
RETINOATE,NA,RXN-12585,EC-1.2.1.36,RXN-12585,NA,NA,NA,NA,PWY-6872
"NADH",NA,RXN-12585,EC-1.2.1.36,RXN-12585,NA,NA,NA,NA,PWY-6872
PROTON,NA,RXN-12585,EC-1.2.1.36,RXN-12585,NA,NA,NA,NA,PWY-6872
Cellular-Retinol-Binding-Proteins,NA,RXN-12585,EC-1.2.1.36,RXN-12585,NA,NA,NA,NA,PWY-6872
Oxidized-ferredoxins,NA,HYDROG-RXN,EC-1.12.7.2,HYDROG-RXN,hydrogenase,hydrogenase,NA,NA,RXN-12907 // PWY-6759 // FHLMULTI-RXN // GLUDEG-II-PWY // PWY-6780 // PWY-6785 // PWY4LZ-257
HYDROGEN-MOLECULE,NA,HYDROG-RXN,EC-1.12.7.2,HYDROG-RXN,hydrogenase,hydrogenase,NA,NA,RXN-12907 // PWY-6759 // FHLMULTI-RXN // GLUDEG-II-PWY // PWY-6780 // PWY-6785 // PWY4LZ-257
Reduced-ferredoxins,NA,HYDROG-RXN,EC-1.12.7.2,HYDROG-RXN,hydrogenase,hydrogenase,NA,NA,RXN-12907 // PWY-6759 // FHLMULTI-RXN // GLUDEG-II-PWY // PWY-6780 // PWY-6785 // PWY4LZ-257
PROTON,NA,HYDROG-RXN,EC-1.12.7.2,HYDROG-RXN,hydrogenase,hydrogenase,NA,NA,RXN-12907 // PWY-6759 // FHLMULTI-RXN // GLUDEG-II-PWY // PWY-6780 // PWY-6785 // PWY4LZ-257
CPD0-937,NA,RXN0-5126,EC-2.4.1.58,RXN0-5126,NA,NA,NA,NA,LIPA-CORESYN-PWY
CPD-12575,NA,RXN0-5126,EC-2.4.1.58,RXN0-5126,NA,NA,NA,NA,LIPA-CORESYN-PWY
CPD0-938,NA,RXN0-5126,EC-2.4.1.58,RXN0-5126,NA,NA,NA,NA,LIPA-CORESYN-PWY
UDP,NA,RXN0-5126,EC-2.4.1.58,RXN0-5126,NA,NA,NA,NA,LIPA-CORESYN-PWY
PROTON,NA,RXN0-5126,EC-2.4.1.58,RXN0-5126,NA,NA,NA,NA,LIPA-CORESYN-PWY
DdaD,NA,RXN-16987,EC-2.3.1,RXN-16987,NA,NA,NA,NA,PWY-7706
CPD-18313,NA,RXN-16987,EC-2.3.1,RXN-16987,NA,NA,NA,NA,PWY-7706
N3-fumaramoyl-DAP-DdaD,NA,RXN-16987,EC-2.3.1,RXN-16987,NA,NA,NA,NA,PWY-7706
PROTON,NA,RXN-16987,EC-2.3.1,RXN-16987,NA,NA,NA,NA,PWY-7706
WATER,NA,DHLBXANAU-RXN,EC-3.8.1.3,DHLBXANAU-RXN,chloroacetate dehalogenase,chloroacetate dehalogenase,NA,NA,PWY-7771 // 12DICHLORETHDEG-PWY
CHLOROACETIC-ACID,NA,DHLBXANAU-RXN,EC-3.8.1.3,DHLBXANAU-RXN,chloroacetate dehalogenase,chloroacetate dehalogenase,NA,NA,PWY-7771 // 12DICHLORETHDEG-PWY
PROTON,NA,DHLBXANAU-RXN,EC-3.8.1.3,DHLBXANAU-RXN,chloroacetate dehalogenase,chloroacetate dehalogenase,NA,NA,PWY-7771 // 12DICHLORETHDEG-PWY
GLYCOLLATE,NA,DHLBXANAU-RXN,EC-3.8.1.3,DHLBXANAU-RXN,chloroacetate dehalogenase,chloroacetate dehalogenase,NA,NA,PWY-7771 // 12DICHLORETHDEG-PWY
CL-,NA,DHLBXANAU-RXN,EC-3.8.1.3,DHLBXANAU-RXN,chloroacetate dehalogenase,chloroacetate dehalogenase,NA,NA,PWY-7771 // 12DICHLORETHDEG-PWY
KDO2-LAUROYL-LIPID-IVA,NA,MYRISTOYLACYLTRAN-RXN,EC-2.3.1.243,MYRISTOYLACYLTRAN-RXN,NA,NA,NA,NA,KDO-LIPASYN-PWY // KDO-NAGLIPASYN-PWY
Myristoyl-ACPs,NA,MYRISTOYLACYLTRAN-RXN,EC-2.3.1.243,MYRISTOYLACYLTRAN-RXN,NA,NA,NA,NA,KDO-LIPASYN-PWY // KDO-NAGLIPASYN-PWY
KDO2-LIPID-A,NA,MYRISTOYLACYLTRAN-RXN,EC-2.3.1.243,MYRISTOYLACYLTRAN-RXN,NA,NA,NA,NA,KDO-LIPASYN-PWY // KDO-NAGLIPASYN-PWY
ACP,NA,MYRISTOYLACYLTRAN-RXN,EC-2.3.1.243,MYRISTOYLACYLTRAN-RXN,NA,NA,NA,NA,KDO-LIPASYN-PWY // KDO-NAGLIPASYN-PWY
WATER,NA,RXN-15291,EC-3.2.1.31,RXN-15291,luteolin monoglucuronide &beta;-glucuronidase,luteolin monoglucuronide &beta;-glucuronidase,NA,NA,PWY-7445
LUTEOLIN-7-O-BETA-D-GLUCURONIDE,NA,RXN-15291,EC-3.2.1.31,RXN-15291,luteolin monoglucuronide &beta;-glucuronidase,luteolin monoglucuronide &beta;-glucuronidase,NA,NA,PWY-7445
5734-TETRAHYDROXYFLAVONE,NA,RXN-15291,EC-3.2.1.31,RXN-15291,luteolin monoglucuronide &beta;-glucuronidase,luteolin monoglucuronide &beta;-glucuronidase,NA,NA,PWY-7445
CPD-12521,NA,RXN-15291,EC-3.2.1.31,RXN-15291,luteolin monoglucuronide &beta;-glucuronidase,luteolin monoglucuronide &beta;-glucuronidase,NA,NA,PWY-7445
PROTON,NA,RXN-15291,EC-3.2.1.31,RXN-15291,luteolin monoglucuronide &beta;-glucuronidase,luteolin monoglucuronide &beta;-glucuronidase,NA,NA,PWY-7445
ATP,NA,RXN-9644,EC-6.2.1.3,RXN-9644,NA,NA,NA,NA,PWY0-1337 // PWY-5147 // PWY-6001
CO-A,NA,RXN-9644,EC-6.2.1.3,RXN-9644,NA,NA,NA,NA,PWY0-1337 // PWY-5147 // PWY-6001
OLEATE-CPD,NA,RXN-9644,EC-6.2.1.3,RXN-9644,NA,NA,NA,NA,PWY0-1337 // PWY-5147 // PWY-6001
OLEOYL-COA,NA,RXN-9644,EC-6.2.1.3,RXN-9644,NA,NA,NA,NA,PWY0-1337 // PWY-5147 // PWY-6001
PPI,NA,RXN-9644,EC-6.2.1.3,RXN-9644,NA,NA,NA,NA,PWY0-1337 // PWY-5147 // PWY-6001
R-3-hydroxydodecanoyl-ACPs,NA,RXN-9532,EC-1.1.1.100,RXN-9532,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,NA,NA,PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
3-oxo-dodecanoyl-ACPs,NA,RXN-9532,EC-1.1.1.100,RXN-9532,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,NA,NA,PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
"NADPH",NA,RXN-9532,EC-1.1.1.100,RXN-9532,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,NA,NA,PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
PROTON,NA,RXN-9532,EC-1.1.1.100,RXN-9532,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,3-oxo-dodecanoyl-[acyl-carrier protein] reductase,NA,NA,PWY-8279 // PWY1A0-6120 // PWY66-430 // PWY-5971
CPD-6401,NA,RXN-6702,EC-1.8.1.16,RXN-6702,NA,NA,NA,NA,PWY-4181
CPD-6402,NA,RXN-6702,EC-1.8.1.16,RXN-6702,NA,NA,NA,NA,PWY-4181
"NADH",NA,RXN-6702,EC-1.8.1.16,RXN-6702,NA,NA,NA,NA,PWY-4181
PROTON,NA,RXN-6702,EC-1.8.1.16,RXN-6702,NA,NA,NA,NA,PWY-4181
GLYCEROL-3P,NA,2.4.1.213-RXN,EC-2.4.1.213,2.4.1.213-RXN,NA,NA,NA,NA,PWY-7902
ADP-D-GLUCOSE,NA,2.4.1.213-RXN,EC-2.4.1.213,2.4.1.213-RXN,NA,NA,NA,NA,PWY-7902
CPD-18011,NA,2.4.1.213-RXN,EC-2.4.1.213,2.4.1.213-RXN,NA,NA,NA,NA,PWY-7902
ADP,NA,2.4.1.213-RXN,EC-2.4.1.213,2.4.1.213-RXN,NA,NA,NA,NA,PWY-7902
PROTON,NA,2.4.1.213-RXN,EC-2.4.1.213,2.4.1.213-RXN,NA,NA,NA,NA,PWY-7902
2-KETOGLUTARATE,NA,RXN-8953,EC-2.6.1.102,RXN-8953,NA,NA,NA,NA,PWY2B4Q-2 // PWY-8225 // PWY-5739
CPD-9387,NA,RXN-8953,EC-2.6.1.102,RXN-8953,NA,NA,NA,NA,PWY2B4Q-2 // PWY-8225 // PWY-5739
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE,NA,RXN-8953,EC-2.6.1.102,RXN-8953,NA,NA,NA,NA,PWY2B4Q-2 // PWY-8225 // PWY-5739
GLT,NA,RXN-8953,EC-2.6.1.102,RXN-8953,NA,NA,NA,NA,PWY2B4Q-2 // PWY-8225 // PWY-5739
ClbN-PKS,NA,RXN-21105,NA,RXN-21105,NA,NA,NA,NA,PWY-8117 // RXN-21146
CPD-22724,NA,RXN-21105,NA,RXN-21105,NA,NA,NA,NA,PWY-8117 // RXN-21146
Asn-ClbN-PKS,NA,RXN-21105,NA,RXN-21105,NA,NA,NA,NA,PWY-8117 // RXN-21146
PROTON,NA,RXN-21105,NA,RXN-21105,NA,NA,NA,NA,PWY-8117 // RXN-21146
Phosphoglycerides,NA,RXN-17363,EC-2.3.1.269,RXN-17363,NA,NA,NA,NA,PWY-7884
Diacylglycerol-Prolipoproteins,NA,RXN-17363,EC-2.3.1.269,RXN-17363,NA,NA,NA,NA,PWY-7884
a-mature-triacylated-lipoprotein,NA,RXN-17363,EC-2.3.1.269,RXN-17363,NA,NA,NA,NA,PWY-7884
1-Lyso-phospholipids,NA,RXN-17363,EC-2.3.1.269,RXN-17363,NA,NA,NA,NA,PWY-7884
PROTON,NA,RXN-17363,EC-2.3.1.269,RXN-17363,NA,NA,NA,NA,PWY-7884
PROTON,NA,RXN-9651,EC-2.3.1.41,RXN-9651,NA,NA,NA,NA,PWY66-430
MALONYL-COA,NA,RXN-9651,EC-2.3.1.41,RXN-9651,NA,NA,NA,NA,PWY66-430
Octanoyl-ACPs,NA,RXN-9651,EC-2.3.1.41,RXN-9651,NA,NA,NA,NA,PWY66-430
3-oxo-decanoyl-ACPs,NA,RXN-9651,EC-2.3.1.41,RXN-9651,NA,NA,NA,NA,PWY66-430
CARBON-DIOXIDE,NA,RXN-9651,EC-2.3.1.41,RXN-9651,NA,NA,NA,NA,PWY66-430
CO-A,NA,RXN-9651,EC-2.3.1.41,RXN-9651,NA,NA,NA,NA,PWY66-430
FAD,NA,RXN-21124,NA,RXN-21124,NA,NA,NA,NA,PWY-8117
WATER,NA,RXN-21124,NA,RXN-21124,NA,NA,NA,NA,PWY-8117
L-3-Oxoalanyl-Serine-PCP,NA,RXN-21124,NA,RXN-21124,NA,NA,NA,NA,PWY-8117
Aminomalonyl-Serine-PCP,NA,RXN-21124,NA,RXN-21124,NA,NA,NA,NA,PWY-8117
FADH2,NA,RXN-21124,NA,RXN-21124,NA,NA,NA,NA,PWY-8117
AMMONIUM,NA,ASNSYNA-RXN,EC-6.3.1.1,ASNSYNA-RXN,NA,NA,NA,NA,ASPARAGINESYN-PWY
L-ASPARTATE,NA,ASNSYNA-RXN,EC-6.3.1.1,ASNSYNA-RXN,NA,NA,NA,NA,ASPARAGINESYN-PWY
ATP,NA,ASNSYNA-RXN,EC-6.3.1.1,ASNSYNA-RXN,NA,NA,NA,NA,ASPARAGINESYN-PWY
PPI,NA,ASNSYNA-RXN,EC-6.3.1.1,ASNSYNA-RXN,NA,NA,NA,NA,ASPARAGINESYN-PWY
ASN,NA,ASNSYNA-RXN,EC-6.3.1.1,ASNSYNA-RXN,NA,NA,NA,NA,ASPARAGINESYN-PWY
PROTON,NA,ASNSYNA-RXN,EC-6.3.1.1,ASNSYNA-RXN,NA,NA,NA,NA,ASPARAGINESYN-PWY
Pi,NA,1.2.1.13-RXN,EC-1.2.1.13,1.2.1.13-RXN,NA,NA,NA,NA,CALVIN-PWY
GAP,NA,1.2.1.13-RXN,EC-1.2.1.13,1.2.1.13-RXN,NA,NA,NA,NA,CALVIN-PWY
DPG,NA,1.2.1.13-RXN,EC-1.2.1.13,1.2.1.13-RXN,NA,NA,NA,NA,CALVIN-PWY
"NADPH",NA,1.2.1.13-RXN,EC-1.2.1.13,1.2.1.13-RXN,NA,NA,NA,NA,CALVIN-PWY
PROTON,NA,1.2.1.13-RXN,EC-1.2.1.13,1.2.1.13-RXN,NA,NA,NA,NA,CALVIN-PWY
