,length,name
23526,149,group_11391
23527,55,group_2658
23528,77,group_2659
23529,227,yehC_2~~~yehC_3~~~yehC_1~~~yehC
23530,160,group_9217
23531,198,yadK
23532,500,group_18819
23533,684,noc_2~~~noc_1~~~noc~~~noc_3
23534,247,group_2662
23535,253,group_2665
23536,116,group_2666
23537,163,group_2664
23538,245,gadW_1~~~gadW_2
23539,69,group_2667
23540,69,group_19647
23541,302,group_2668
23542,274,dam_2~~~dam_3
23543,193,group_10324
23544,345,group_19648
23545,773,bcsB_1~~~bcsB_3~~~bcsB_2
23546,186,papF
23547,83,group_2674
23548,199,ompX_3~~~ompX_2~~~ompX_1~~~ompX_4~~~lomR_2
23549,199,ompX_3~~~ompX_2~~~ompX_4~~~ompX_1~~~lomR_2
23550,199,ompX_2~~~ompX_3~~~ompX_1~~~ompX_4
23551,339,yajO_3~~~yajO_2
23552,204,group_14498
23553,143,group_2677
23554,92,group_11723
23555,375,group_2678
23556,92,group_11941
23557,62,group_2680
23558,248,group_10546
23559,266,group_2681
23560,277,group_8347
23561,144,group_2685
23562,232,group_8450
23563,144,group_2686
23564,257,group_14302
23565,190,ycbV~~~fimF_1~~~ydeS_2~~~ydeS_1
23566,117,group_2688
23567,757,group_19088
23568,407,group_19649
23569,351,group_2689
23570,247,group_2691
23571,133,group_12349
23572,165,group_8361
23573,337,argI~~~argI_2
23574,136,cbtA_4~~~cbtA_2~~~cbtA_1~~~cbtA_3~~~cbtA
23575,208,yafL_2~~~yafL_1~~~yafL
23576,77,group_9849
23577,228,group_2695
23578,696,clpP_1~~~clpP_2~~~clpP_3
23579,226,group_2697
23580,223,group_2698
23581,256,ydaW_1
23582,102,group_2704
23583,89,group_2705
23584,502,group_19189
23585,64,group_2708
23586,531,group_12798
23587,232,waaY_1~~~waaY
23588,228,group_2710
23589,188,group_17280
23590,181,group_17281
23591,144,group_2712
23592,166,group_19582
23593,211,group_10326
23594,62,dicB_1~~~dicB
23595,890,group_2715
23596,241,group_2716
23597,172,group_19650
23598,676,group_2717
23599,125,cbtA_3~~~cbtA~~~cbtA_1~~~cbtA_4~~~cbtA_2
23600,121,rusA_1~~~rusA_5~~~rusA_2~~~rusA~~~rusA_3
23601,126,rusA_1~~~rusA_2~~~rusA_4~~~rusA_5~~~rusA~~~rusA_3
23602,487,xylB_1~~~xylB_2
23603,301,group_19651
23604,94,group_16961
23605,75,group_8471
23606,72,group_2718
23607,138,group_2719
23608,78,group_2721
23609,144,group_11032
23610,164,group_19652
23611,92,group_19653
23612,179,group_2722
23613,136,group_11428
23614,424,group_19133
23615,184,group_2725
23616,458,ygeH_2~~~ygeH_1~~~ygeH
23617,131,traY_2~~~traY_1~~~traY
23618,638,smc
23619,163,yeeW_1
23620,98,group_14326
23621,311,group_16153
23622,237,sadB~~~sadB_2~~~sadB_1
23623,473,group_19071
23624,357,group_14649
23625,466,dnaB_1~~~dnaB_2~~~dnaB_3
23626,130,group_2731
23627,661,group_2732
23628,975,group_2733
23629,785,group_2735
23630,348,group_2736
23631,797,group_2737
23632,722,group_2738
23633,718,group_19654
23634,239,group_12351
23635,104,group_2740
23636,190,yadM~~~yadM_2~~~yadM_1
23637,185,group_2741
23638,351,group_19136
23639,162,group_2742
23640,48,group_2743
23641,825,group_2745
23642,46,group_2746
23643,63,group_19655
23644,303,group_19185
23645,584,group_2748
23646,67,ydfD_1~~~ydfD~~~ydfD_3~~~ydfD_2
23647,66,group_2749
23648,155,group_2750
23649,169,group_11951
23650,366,group_2751
23651,359,hisC
23652,138,group_9137
23653,291,group_12321
23654,187,group_19637
23655,80,group_2752
23656,98,group_19656
23657,676,group_11558
23658,243,yfcS_2~~~yfcS_3~~~yfcS_1
23659,437,group_19657
23660,388,group_19034
23661,307,group_2755
23662,190,group_19658
23663,221,group_2756
23664,396,group_19644
23665,120,group_11409
23666,201,group_2757
23667,201,group_2758
23668,687,rpoD_2~~~rpoD_1
23669,77,ykfF_2~~~ykfF_1~~~ykfF~~~ykfF_3
23670,230,group_2760
23671,63,group_19659
23672,76,group_11994
23673,246,lsrG~~~lsrG_2~~~lsrG_1
23674,345,group_11940
23675,244,group_2763
23676,2011,traI
23677,368,group_2765
23678,252,group_19418
23679,181,group_19660
23680,406,group_2766
23681,95,group_2767
23682,97,group_19585
23683,477,group_2768
23684,227,group_19661
23685,318,group_16162
23686,739,group_2771
23687,198,group_12341
23688,336,group_2772
23689,506,group_2774
23690,434,hisD
23691,159,group_9146
23692,58,ydaE_2~~~ydaE
23693,228,group_2776
23694,548,group_19662
23695,307,fcl~~~fcl_2
23696,107,group_2777
23697,256,group_2778
23698,85,group_2779
23699,153,group_2782
23700,802,group_2781
23701,385,group_19645
23702,87,group_11440
23703,77,ykfF_3~~~ykfF_2
23704,130,group_2783
23705,385,group_19572
23706,326,group_2784
23707,137,group_2785
23708,156,group_11722
23709,254,group_2787
23710,62,group_2788
23711,552,group_10514
23712,156,group_2791
23713,104,group_2792
23714,164,dut_1~~~dut_2
23715,124,group_17391
23716,421,group_2795
23717,93,group_2796
23718,43,group_19184
23719,338,waaJ~~~waaJ_2~~~waaJ_1
23720,160,glmU_3~~~lpxD_2~~~fdtC_1~~~fdtC
23721,381,group_2797
23722,491,group_17278
23723,476,group_19663
23724,622,group_10322
23725,736,group_2799
23726,455,ydfI_2~~~uxuB_2
23727,288,group_2801
23728,147,group_2802
23729,65,group_14179
23730,121,traA_2~~~traA
23731,125,cbtA_1~~~cbtA_3~~~cbtA~~~cbtA_2~~~cbtA_4
23732,104,group_14323
23733,124,group_19072
23734,899,group_15173
23735,1058,group_19186
23736,121,group_2806
23737,171,group_2809
23738,61,group_11572
23739,195,group_2810
23740,468,gnd
23741,453,group_19664
23742,144,psiB_2
23743,207,group_17284
23744,178,group_12343
23745,132,group_2814
23746,156,group_9405
23747,333,yadE_1
23748,149,group_11727
23749,379,group_2817
23750,72,group_2818
23751,162,group_10535
23752,321,group_2820
23753,89,group_2821
23754,339,waaO~~~waaO_1
23755,123,group_2823
23756,393,group_2824
23757,1319,group_11577
23758,184,papK
23759,239,group_19665
23760,118,group_17276
23761,187,group_2825
23762,327,group_19666
23763,267,group_2826
23764,32,group_19667
23765,1738,traI_3~~~traI~~~traI_2~~~traI_4~~~traI_1
23766,214,group_19668
23767,948,eae
23768,1288,group_2829
23769,103,group_19583
23770,762,group_19669
23771,89,group_16156
23772,299,hisG
23773,273,ydfT_3~~~ydfT_2~~~ydfT_1~~~ydfT
23774,191,group_2830
23775,371,group_2831
23776,562,group_19571
23777,870,group_2832
23778,62,group_2833
23779,92,group_10541
23780,174,yfcP~~~yfcP_2~~~yfcP_1
23781,168,yfcR~~~yfcR_2
23782,128,group_19670
23783,350,group_19183
23784,172,group_17279
23785,803,group_19671
23786,73,group_19672
23787,72,group_2839
23788,313,lsrR_1~~~lsrR_2
23789,116,group_14320
23790,127,group_19074
23791,150,group_2840
23792,443,group_9408
23793,195,group_11733
23794,114,group_10543
23795,149,ssb_1
23796,359,waaB
23797,172,group_19673
23798,304,group_17275
23799,216,group_2841
23800,156,cesT
23801,58,group_19569
23802,284,group_2843
23803,120,group_2844
23804,691,group_2845
23805,236,group_2846
23806,175,group_2847
23807,372,intE_1~~~intE_2
23808,483,cpsB
23809,74,group_2848
23810,101,group_19674
23811,79,ykfF_1~~~ykfF~~~ykfF_2
23812,382,group_2849
23813,275,group_2850
23814,198,group_2851
23815,266,group_2852
23816,96,group_19675
23817,196,group_16161
23818,109,group_2853
23819,109,group_2854
23820,565,group_10551
23821,250,yfcS_1~~~yfcS~~~yfcS_2
23822,100,group_19676
23823,710,group_2858
23824,190,group_14186
23825,375,group_14329
23826,231,group_9406
23827,263,group_2859
23828,178,papF~~~yfcQ_2~~~yfcQ_1
23829,149,gmm~~~gmm_2
23830,342,group_10553
23831,184,group_19677
23832,131,group_2861
23833,405,group_2864
23834,62,group_19678
23835,193,group_19679
23836,85,group_16163
23837,553,group_19680
23838,262,group_2866
23839,345,malI_2
23840,138,group_14169
23841,67,group_18716
23842,69,group_2868
23843,326,group_2870
23844,345,group_10557
23845,128,group_2871
23846,201,wbbJ
23847,162,group_19681
23848,134,group_2873
23849,509,ybcK~~~ybcK_3~~~ybcK_1
23850,333,xerC_1~~~xerC_5
23851,216,group_8898
23852,178,group_16159
23853,249,rbtD~~~fabG_2~~~ydfG_1
23854,86,group_8900
23855,84,group_2875
23856,236,pdeH_2~~~rflP_2
23857,502,group_10558
23858,126,group_2876
23859,72,group_19682
23860,151,group_16152
23861,534,araB_2~~~xylB_2
23862,454,group_10561
23863,1302,group_2884
23864,130,group_2883
23865,366,group_19683
23866,75,group_16154
23867,130,group_10564
23868,233,ompX_1~~~ompX_2~~~ompX_4~~~ompX_3~~~lomR_2
23869,188,apxIC_1~~~ltxC
23870,131,group_16155
23871,866,lktA~~~lktA_1
23872,319,group_16157
23873,302,group_16158
23874,58,group_19684
23875,703,msbA_3~~~ltxB
23876,109,group_16160
23877,470,hlyD~~~ltxD
23878,395,group_10992
23879,498,group_2890
23880,140,quuD_1
23881,92,group_2891
23882,257,group_2892
23883,119,group_9837
23884,588,group_12398
23885,114,group_2893
23886,216,group_2894
23887,357,group_2897
23888,165,group_2898
23889,167,group_19685
23890,472,group_2899
23891,91,insA6_2~~~insA6_1~~~insA7~~~insA6_8
23892,476,group_2900
23893,1038,hsdR_2~~~hsdR
23894,143,group_19686
23895,78,group_2902
23896,280,group_2903
23897,60,group_19687
23898,181,group_2904
23899,201,group_2906
23900,111,group_14328
23901,113,group_2908
23902,87,group_19688
23903,80,group_9721
23904,318,yhhI~~~ydcC~~~yhhI_2~~~yhhI_1
23905,731,group_11374
23906,568,group_2914
23907,195,gadW_3~~~gadW_2
23908,229,group_2915
23909,406,group_2916
23910,117,group_19689
23911,88,group_2918
23912,116,yjhD
23913,617,group_19691
23914,53,group_2919
23915,308,group_19694
23916,87,group_2920
23917,229,group_17924
23918,99,group_19696
23919,355,group_19697
23920,288,group_2921
23921,390,group_11953
23922,197,group_10006
23923,351,mboIIM_2~~~yhdJ_3~~~yhdJ_2
23924,177,rrrQ_1~~~rrrQ_2~~~rrrQ_4
23925,141,group_19698
23926,133,group_19699
23927,166,group_2929
23928,39,group_19700
23929,70,hha_3~~~hha_2
23930,68,group_2931
23931,126,cbtA_2~~~cbtA_1~~~cbtA~~~cbtA_3
23932,797,yfjX_2~~~der_2~~~rdcA_2~~~rdcA_3
23933,288,insF5_1~~~insF5~~~insF5_2~~~insF5_4~~~insF5_6~~~insF5_3~~~insF5_5
23934,1248,group_2935
23935,315,group_2936
23936,387,intD_1~~~intD_2~~~intD
23937,259,group_2937
23938,215,group_2938
23939,90,ynfN
23940,347,group_19704
23941,141,group_2940
23942,209,group_2941
23943,294,yfjP_2~~~yfjP_1~~~yfjP_4~~~yfjP_3
23944,73,group_2943
23945,255,group_2944
23946,122,quuD_1~~~quuD~~~quuD_2
23947,386,group_2945
23948,566,group_19705
23949,477,rusA_4~~~rusA_6~~~rusA_3~~~rusA_2~~~ydfU_2~~~rusA_1~~~ydfU_1~~~ydfU_4~~~ydfU_3~~~ydfU~~~ydfU_5
23950,118,group_19706
23951,90,group_19707
23952,367,group_2949
23953,346,group_18881
23954,109,group_19709
23955,210,insF5~~~insF5_1~~~insF5_3
23956,472,group_19710
23957,62,dicB_2~~~dicB
23958,84,group_2952
23959,90,group_2953
23960,119,group_2954
23961,235,group_2955
23962,1474,group_17707
23963,74,group_12896
23964,75,essD_1~~~essD_4~~~essD_2
23965,113,group_2959
23966,137,group_19711
23967,60,group_18282
23968,190,essQ_1~~~essD_1~~~essD_2~~~essD~~~essQ
23969,205,group_2961
23970,317,group_18462
23971,151,group_2962
23972,717,group_19712
23973,160,group_19713
23974,609,ftsH_2~~~ftsH_1~~~ftsH3~~~ftsH_3
23975,640,group_2964
23976,146,group_2965
23977,259,group_19714
23978,33,group_19715
23979,392,group_2967
23980,82,group_8742
23981,290,group_2968
23982,178,group_19716
23983,207,group_2969
23984,167,insB6_35~~~insB6_2~~~insB6
23985,94,group_2971
23986,255,group_19717
23987,117,group_19718
23988,401,intS_1~~~intS~~~intS_2
23989,412,intS_2~~~intS~~~intS_1
23990,243,yagK_1~~~yfjJ~~~yfjJ_2
23991,338,group_2973
23992,196,group_16942
23993,92,group_2974
23994,133,group_2976
23995,450,corA
23996,369,group_2977
23997,208,nohD_1~~~nohA_2~~~nohD_2~~~nohD~~~nohA~~~nohA_1
23998,623,group_9112
23999,74,group_2979
24000,85,group_2980
24001,197,group_2981
24002,90,group_19719
24003,467,group_2982
24004,283,group_2983
24005,85,group_19692
24006,394,group_2985
24007,65,group_2986
24008,131,group_2987
24009,93,group_2989
24010,109,group_2990
24011,240,group_18578
24012,298,yihV~~~yihV_2
24013,192,pinQ~~~pinR_3~~~pinQ_2
24014,222,group_2995
24015,220,group_2996
24016,1038,hsdR_1~~~hsdR
24017,629,group_2997
24018,110,group_2998
24019,1499,rhsA_2~~~rhsA~~~rhsC~~~rhsB_1~~~rhsD_1~~~rhsD_2
24020,280,rdmC
24021,330,group_3001
24022,334,group_3000
24023,84,group_8568
24024,1423,rhsA_3~~~rhsB~~~rhsB_2~~~rhsA~~~rhsA_1~~~rhsC_3~~~rhsB_5~~~rhsB_1~~~rhsA_2
24025,316,group_3002
24026,138,group_3003
24027,209,group_3005
24028,136,group_15807
24029,199,group_3006
24030,137,group_19720
24031,206,group_3007
24032,376,group_3008
24033,517,group_3009
24034,95,group_3010
24035,263,group_13251
24036,988,group_18303
24037,90,holE_2
24038,1616,rhsA~~~rhsC~~~nfrB_2~~~nfrB_1~~~nfrB
24039,145,group_3013
24040,136,group_19721
24041,135,group_3014
24042,625,group_19722
24043,371,xerC_4~~~xerC_5~~~xerC_3~~~xerC_1
24044,344,aroH_2
24045,422,group_3018
24046,99,group_8582
24047,105,group_13745
24048,279,pir
24049,112,group_3019
24050,50,group_3020
24051,53,group_3021
24052,89,group_3023
24053,356,mshA~~~mshA_1
24054,255,yfeN_1~~~yfeN_2
24055,171,group_8456
24056,208,group_19723
24057,424,yadC_1~~~yadC_2~~~yadC
24058,98,group_19724
24059,178,yfdR_2~~~yfdR~~~yfdR_1
24060,272,insF5_2~~~insF5~~~insF5_1~~~insF5_4
24061,274,group_3030
24062,441,intF~~~intF_2~~~intF_1
24063,179,group_19725
24064,256,group_3031
24065,36,group_19726
24066,464,wcaM_1~~~wcaM
24067,523,group_3032
24068,340,group_19728
24069,154,rzpD_1~~~rzpD_2~~~rzoR~~~rzpD
24070,547,group_3033
24071,98,group_3035
24072,110,group_19730
24073,108,group_19731
24074,103,group_13468
24075,138,group_19732
24076,71,group_3037
24077,335,rffG_1~~~fcl~~~rfbB~~~rfbB_2~~~rfbB_1~~~galE_2~~~rffG_2
24078,76,group_3038
24079,100,group_19733
24080,96,ybcO~~~ybcO_2~~~ybcO_1
24081,116,group_3040
24082,296,yahB_2~~~ydhB_3
24083,69,group_19734
24084,342,pinE~~~pinE_2
24085,242,group_19736
24086,472,intZ_1~~~xerC_6~~~intD_2~~~intD
24087,183,mprA_1~~~mprA_3~~~mprA_2
24088,120,yfdG
24089,491,group_3043
24090,721,btuB_3~~~fhuA_3
24091,124,group_3044
24092,101,group_3045
24093,183,pinR_2~~~pinQ~~~pinR_1
24094,331,group_3047
24095,186,finO_2~~~finO~~~finO_4~~~finO_1
24096,152,group_19737
24097,209,lexA_1~~~lexA_2
24098,170,group_3048
24099,265,sieB
24100,134,group_3049
24101,135,dicA_2~~~dicA~~~dicA_1
24102,286,bla~~~bla_2
24103,141,group_3050
24104,158,racR
24105,124,group_3054
24106,901,vgrG1~~~rhsA_1~~~vgrG1_2~~~vgrG1_1
24107,160,group_3055
24108,167,group_19738
24109,833,group_19739
24110,216,group_3057
24111,74,dicA_1
24112,167,insB6_1~~~insB6_5~~~insB6~~~insB6_12~~~insB6_4~~~insB4
24113,200,group_3058
24114,1039,flu_3~~~flu~~~flu_1~~~flu_2
24115,338,group_19740
24116,339,group_3060
24117,73,group_3061
24118,1200,group_19741
24119,203,group_19735
24120,218,group_19742
24121,132,group_19743
24122,279,group_3066
24123,247,group_3068
24124,742,group_19745
24125,158,group_3069
24126,89,group_13777
24127,119,ykfF_2~~~ykfF~~~ykfF_3~~~ykfF_1
24128,328,group_3072
24129,163,group_3073
24130,63,group_19746
24131,988,group_3078
24132,440,ltrA~~~ykfC
24133,99,group_3079
24134,507,hsdM
24135,388,ugd~~~ugd_2~~~ugd_1
24136,161,group_18580
24137,73,ydfC~~~ydfC_1~~~ydfC_2
24138,124,group_3084
24139,54,group_3085
24140,91,group_19747
24141,75,group_19748
24142,128,group_3087
24143,95,group_19749
24144,77,group_3089
24145,415,group_19690
24146,1171,yjhR~~~yjhR_1
24147,130,group_19750
24148,102,rem~~~rem_2
24149,92,group_3091
24150,117,group_3096
24151,90,group_3097
24152,97,ykfF_2~~~ykfF_3~~~ykfF_1
24153,319,group_16623
24154,322,group_3100
24155,197,group_19751
24156,163,group_3102
24157,187,pinE_1~~~pinE~~~pinE_5
24158,86,group_3103
24159,430,group_3104
24160,216,group_3105
24161,254,insF5_4~~~insO2~~~insF5_1
24162,289,insF5_1~~~insF5~~~insF5_2~~~insF5_4~~~insF5_3
24163,550,group_10093
24164,281,group_3107
24165,78,group_19752
24166,288,gntP
24167,421,intA_1~~~intA_2~~~intA_5~~~intA_3~~~intZ_2~~~intZ_3~~~intZ~~~intZ_1
24168,123,group_3111
24169,110,chpB_1~~~chpB
24170,373,yiaO_1~~~siaP~~~yiaO_3~~~yiaO
24171,838,group_3113
24172,225,tetR
24173,204,group_3115
24174,141,group_19753
24175,389,xerC_3~~~xerC_4
24176,82,dinI_2
24177,456,group_19754
24178,478,glmM_2~~~glmM_1
24179,205,group_3120
24180,426,intA_2~~~intA~~~intA_1~~~intA_3~~~intS~~~intA_5
24181,125,insB6_1~~~insB4~~~insB6
24182,383,insI3_4~~~insI3
24183,136,cbtA_2~~~cbtA_3~~~cbtA~~~cbtA_1~~~cbtA_4
24184,538,group_3121
24185,367,group_3122
24186,741,group_3124
24187,688,group_3125
24188,495,group_8862
24189,163,group_3128
24190,988,group_3132
24191,118,group_8585
24192,500,opgE_1~~~opgE_2~~~opgE_3
24193,121,group_3134
24194,215,group_3135
24195,226,ybcC
24196,113,symE~~~symE_3~~~symE_1~~~symE_2
24197,62,group_3137
24198,1266,group_3138
24199,239,group_19757
24200,1012,group_19758
24201,103,group_19760
24202,819,group_3139
24203,569,group_19761
24204,749,group_3141
24205,1155,stfQ~~~stfR~~~stfR_2
24206,112,group_3143
24207,478,group_19762
24208,330,lsrD~~~lsrD_1~~~lsrD_2
24209,163,group_19763
24210,196,group_13003
24211,40,group_10892
24212,365,kdsD_2~~~kdsD_1~~~kpsF
24213,514,pdeL_2~~~pdeL_3
24214,281,group_19764
24215,3334,cdiA_2~~~cdiA~~~cdiA_5~~~cdiA1~~~cdiA_6~~~cdiA_1~~~cdiA_4~~~yeeF~~~cdiA_3~~~cdiA1_2
24216,511,yadA~~~yadA_1~~~yadA_3
24217,588,ynbC~~~ynbC_1~~~ynbC_2
24218,175,group_3146
24219,221,group_3147
24220,351,xerC_3~~~xerC_2~~~xerC_1~~~xerC_7
24221,252,group_19766
24222,270,yffS
24223,384,mshA_1~~~mshA_2~~~mshA_3
24224,68,group_3149
24225,836,group_3153
24226,141,yfjX_1~~~yfjX_2
24227,175,group_3151
24228,166,group_19767
24229,139,group_19768
24230,188,group_3154
24231,80,group_3155
24232,282,group_3156
24233,410,gpFI_2~~~gpFI~~~gpFI_1
24234,300,group_3159
24235,212,group_19769
24236,124,group_3161
24237,101,group_3162
24238,101,group_3163
24239,384,group_3164
24240,99,group_19770
24241,181,group_19771
24242,111,group_19772
24243,420,group_19773
24244,78,group_3167
24245,174,group_19774
24246,192,group_3168
24247,647,stfR~~~stfE
24248,59,group_3169
24249,906,group_3171
24250,200,group_3172
24251,557,yhbX_1~~~yhbX_2
24252,64,group_3173
24253,346,xerC_2~~~intD~~~xerC_1~~~xerC_4~~~xerC_3~~~xerC_6~~~intD_2
24254,235,group_10092
24255,384,group_3175
24256,219,group_3180
24257,201,group_3179
24258,217,insO2~~~insF5_3~~~insF5~~~insO2_1~~~insO1
24259,1171,group_3181
24260,344,php_1~~~php_3~~~php_2
24261,191,group_19777
24262,266,group_18576
24263,302,group_3183
24264,92,group_3184
24265,229,group_17923
24266,140,vapC_1~~~vapC_2
24267,137,group_19778
24268,80,group_3188
24269,177,oppA_1~~~oppA_2
24270,285,group_19779
24271,167,insB3~~~insB6_1~~~insB6~~~insB6_2
24272,662,group_3191
24273,524,mbeA
24274,122,group_3192
24275,139,group_3193
24276,420,beeE
24277,229,group_3194
24278,69,group_19780
24279,184,group_3196
24280,177,group_3197
24281,399,tetA_2~~~tetA~~~tetA_1
24282,189,group_19781
24283,99,group_3198
24284,241,group_19782
24285,157,rzpD_1~~~rzpD_2~~~rzpD_3~~~rzoD~~~rzpD_5~~~rzpD_4
24286,205,group_3201
24287,263,group_3202
24288,602,group_3204
24289,103,group_3205
24290,208,group_3206
24291,123,insC6_1~~~insC6_2~~~insC6
24292,879,group_3207
24293,235,group_3208
24294,73,group_19783
24295,351,group_3209
24296,197,group_19784
24297,177,group_19785
24298,186,group_18466
24299,255,group_19118
24300,84,group_14555
24301,1075,stfR~~~stfQ_2
24302,1024,group_3211
24303,192,group_19786
24304,276,group_3212
24305,328,group_19787
24306,78,group_3214
24307,240,group_19788
24308,743,yeeJ_3~~~yeeJ_1
24309,393,group_3221
24310,93,group_3219
24311,518,group_3222
24312,217,group_3220
24313,96,group_3224
24314,125,group_19789
24315,95,group_3226
24316,90,group_3227
24317,122,group_3228
24318,133,group_19791
24319,338,insF5~~~insF5_1~~~insF5_2~~~insF5_3
24320,348,afuC~~~afuC_1~~~afuC_2
24321,189,group_3229
24322,186,group_3230
24323,1425,group_10290
24324,474,group_10152
24325,243,yedK_2~~~yedK_1
24326,154,group_3231
24327,276,group_3232
24328,171,group_3233
24329,413,yhhI~~~ybfQ~~~ydcC~~~yhhI_2~~~yhhI_1~~~ydcC_1~~~ybfD~~~ybfD_2~~~yhhI_6~~~yhhI_3~~~yhhI_5~~~yhhI_4~~~ybfD_1
24330,1694,ehaG~~~ehaG_2~~~ehaG_1~~~upaG
24331,172,group_3236
24332,58,group_3238
24333,157,group_3240
24334,106,group_13242
24335,88,group_3241
24336,187,group_19792
24337,331,ydfU~~~ydfU_1~~~ydfU_2~~~ydfU_4~~~ydfU_3
24338,1300,espP_2~~~espP~~~espC~~~sat_2~~~pet~~~sat~~~sat_1
24339,66,group_3243
24340,70,group_3245
24341,103,group_3246
24342,202,group_19793
24343,124,group_10581
24344,1292,pet~~~ycgV_2
24345,131,group_12466
24346,518,group_19794
24347,119,group_19795
24348,141,group_3250
24349,77,group_19796
24350,421,group_3251
24351,79,group_3253
24352,85,imm_2~~~cim
24353,233,group_3256
24354,168,group_3257
24355,1314,group_3259
24356,537,group_3260
24357,298,rarD_2
24358,155,group_19797
24359,356,group_3261
24360,134,stpA_2~~~stpA_1
24361,1077,ynaA
24362,98,group_3264
24363,97,valS_1~~~valS_2
24364,187,group_19798
24365,143,group_19799
24366,247,agp_1~~~agp_2
24367,306,group_3267
24368,367,group_10090
24369,890,recE~~~recE_2~~~recE_1
24370,199,group_14802
24371,391,intS~~~intS_2~~~intS_1
24372,77,group_8294
24373,136,quuD_4~~~quuD_2~~~quuD_1~~~quuD_3~~~quuD
24374,271,group_3269
24375,106,group_3270
24376,71,ogrK_1~~~ogrK
24377,115,group_3272
24378,640,group_3276
24379,273,group_3277
24380,86,dinI_1~~~dinI_2
24381,334,group_19801
24382,459,dgcT_2~~~dgcT_1~~~dgcT
24383,116,symE_1~~~symE_3
24384,522,group_3286
24385,585,arsA_2~~~arsA~~~arsA_1
24386,70,group_3287
24387,114,group_3288
24388,201,group_19802
24389,77,group_3291
24390,93,group_19804
24391,243,yadG_2
24392,255,ydhU_2~~~ydhU_1
24393,425,group_3292
24394,252,ydeO_1~~~ydeO_2
24395,558,group_12816
24396,62,group_3294
24397,444,xerC_5~~~xerC_2~~~xerC_1~~~xerC_3~~~xerC_4~~~xerC_7
24398,107,ydaS
24399,75,group_3297
24400,520,group_19805
24401,41,group_3298
24402,638,clpP_2~~~clpP_1~~~clpP_4
24403,777,group_3300
24404,75,group_3301
24405,74,group_3302
24406,494,group_3303
24407,266,yhdJ_3~~~yhdJ_2~~~yhdJ_1
24408,234,group_3304
24409,174,group_3305
24410,203,group_19806
24411,298,galF~~~galF_1~~~galF_2
24412,253,group_19807
24413,85,flmC~~~flmC_2
24414,213,group_19808
24415,101,group_3310
24416,577,stfE~~~stfE_2~~~ymfN~~~ymfN_1
24417,329,xerD_3~~~xerC_5
24418,172,group_14367
24419,329,group_19809
24420,88,group_3313
24421,518,glcA_2~~~lldP_2~~~lldP_1
24422,231,group_12404
24423,247,group_19810
24424,261,group_19811
24425,196,group_3320
24426,518,group_3321
24427,322,stfE_2~~~stfE_1
24428,279,yihN_1~~~yihN_2
24429,154,group_3323
24430,114,group_19491
24431,66,group_19812
24432,158,yeeS_2~~~yeeS_1
24433,196,group_3325
24434,152,group_3326
24435,350,group_8408
24436,134,group_15838
24437,1111,group_8571
24438,141,ydaT_2~~~ydaT_1~~~ydaT
24439,102,group_3330
24440,69,group_10480
24441,71,group_3331
24442,101,group_3333
24443,366,group_3334
24444,165,group_3335
24445,88,group_3336
24446,114,group_9080
24447,109,group_19813
24448,100,group_3339
24449,237,group_19814
24450,318,parM~~~parM_1
24451,238,group_19399
24452,91,group_3340
24453,387,ompC_2~~~phoE_1~~~phoE_2~~~ompC_1
24454,119,group_10504
24455,133,group_11605
24456,1682,stfR~~~stfR_1~~~stfQ
24457,401,group_19815
24458,319,parM_4~~~parM_1~~~parM_2
24459,217,group_3343
24460,310,group_3344
24461,93,group_14553
24462,94,group_3347
24463,73,group_3348
24464,107,racC~~~racC_2
24465,352,ydfU_1~~~ydfU_2~~~ydfU_3~~~ydfU
24466,120,quuD_2~~~quuD~~~quuD_1
24467,241,group_3349
24468,101,ccdB_1~~~ccdB_2
24469,309,ilvE
24470,80,group_3351
24471,886,group_12789
24472,62,ydfD~~~ydfD_1~~~ydfD_3~~~ydfD_2
24473,269,group_3352
24474,619,group_3353
24475,72,group_3354
24476,74,group_3355
24477,256,ydaW
24478,141,group_3357
24479,164,group_3359
24480,58,group_3362
24481,65,group_8533
24482,67,group_3364
24483,69,group_11165
24484,179,group_17261
24485,220,group_3365
24486,311,group_19816
24487,64,group_3368
24488,654,group_16898
24489,115,group_3371
24490,97,symE_2~~~symE_1~~~symE_3
24491,127,group_19817
24492,102,group_3372
24493,80,group_3373
24494,81,grxA_2
24495,31,group_19819
24496,177,rrrQ_1~~~rrrQ_3~~~rrrQ_2
24497,612,group_3376
24498,227,yhdJ_2~~~yhdJ_1
24499,194,group_11415
24500,82,group_8472
24501,266,group_3378
24502,46,group_17115
24503,262,group_19759
24504,122,group_11539
24505,197,group_3381
24506,1540,yeeJ_2~~~yeeJ_3~~~yeeJ_1~~~yeeJ_4
24507,89,group_16388
24508,284,group_19803
24509,203,group_14561
24510,479,group_11048
24511,147,yfjS_1~~~yfjS
24512,102,group_19820
24513,167,group_3390
24514,583,group_3389
24515,197,pinE_3~~~pinE_2
24516,94,group_11715
24517,186,group_19821
24518,380,group_3393
24519,79,group_19822
24520,143,group_19824
24521,100,insA6_1~~~insA4~~~insA4_7~~~insA6_2~~~insA4_1
24522,901,group_19825
24523,911,group_3394
24524,155,yfjT
24525,107,group_3395
24526,515,group_3397
24527,67,rop~~~rop_1
24528,95,rop
24529,185,group_19826
24530,96,group_19827
24531,211,group_3400
